locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNJFBCIG_01068	CDS	1473	algE			Alginate production protein AlgE
KNJFBCIG_01069	CDS	1632	algG	5.1.3.37		Mannuronan C5-epimerase
KNJFBCIG_01070	CDS	1425	algX	2.3.1.-		Alginate biosynthesis protein AlgX
KNJFBCIG_01071	CDS	1104	algL	4.2.2.3		Alginate lyase
KNJFBCIG_01072	CDS	1563				hypothetical protein
KNJFBCIG_01073	CDS	1176	algJ	2.3.1.-		putative alginate O-acetylase AlgJ
KNJFBCIG_01074	CDS	651	algF			Alginate biosynthesis protein AlgF
KNJFBCIG_01075	CDS	1446	algA_1		COG0662	Alginate biosynthesis protein AlgA
KNJFBCIG_01076	CDS	1149	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
KNJFBCIG_01077	CDS	1020	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KNJFBCIG_01078	CDS	1989	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
KNJFBCIG_01079	CDS	888	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
KNJFBCIG_01080	CDS	1650	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KNJFBCIG_01081	CDS	348	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
KNJFBCIG_01082	CDS	414	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
KNJFBCIG_01083	CDS	1395	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
KNJFBCIG_01084	CDS	1758	fruA		COG1299	PTS system fructose-specific EIIB'BC component
KNJFBCIG_01085	CDS	945	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
KNJFBCIG_01086	CDS	2871				hypothetical protein
KNJFBCIG_01087	CDS	990	cra		COG1609	Catabolite repressor/activator
KNJFBCIG_01088	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
KNJFBCIG_01089	CDS	303				hypothetical protein
KNJFBCIG_01090	CDS	921	dmlR_2			HTH-type transcriptional regulator DmlR
KNJFBCIG_01091	CDS	294	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
KNJFBCIG_01092	CDS	1014				Zinc-type alcohol dehydrogenase-like protein
KNJFBCIG_01093	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KNJFBCIG_01094	CDS	897	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
KNJFBCIG_01095	CDS	1494	mmsA_2	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
KNJFBCIG_01096	CDS	924	rhaR_1			HTH-type transcriptional activator RhaR
KNJFBCIG_01097	CDS	177				hypothetical protein
KNJFBCIG_01098	CDS	1179	bcr_2			Bicyclomycin resistance protein
KNJFBCIG_01099	CDS	558	acrR		COG1309	HTH-type transcriptional regulator AcrR
KNJFBCIG_01100	CDS	198				hypothetical protein
KNJFBCIG_01101	CDS	531	yodB_1		COG3038	Cytochrome b561 
KNJFBCIG_01102	CDS	423				hypothetical protein
KNJFBCIG_01103	CDS	786	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
KNJFBCIG_01104	CDS	1485	glpK_1	2.7.1.30		Glycerol kinase
KNJFBCIG_01105	CDS	471	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
KNJFBCIG_01106	CDS	840	glpF		COG0580	Glycerol uptake facilitator protein
KNJFBCIG_01107	CDS	1518	glpK_2	2.7.1.30	COG0554	Glycerol kinase
KNJFBCIG_01108	CDS	756	glpR		COG1349	Glycerol-3-phosphate regulon repressor
KNJFBCIG_01109	CDS	1539	glpD_1	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
KNJFBCIG_01110	CDS	330	ydgC		COG3136	Inner membrane protein YdgC
KNJFBCIG_01111	CDS	987	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
KNJFBCIG_01112	CDS	921	metR			HTH-type transcriptional regulator MetR
KNJFBCIG_01113	CDS	1251	nicP_3			Porin-like protein NicP
KNJFBCIG_01114	CDS	1206	pcaF_1	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
KNJFBCIG_01115	CDS	1533	paaH_1	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
KNJFBCIG_01116	CDS	798	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
KNJFBCIG_01117	CDS	1188	yfdE_2	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
KNJFBCIG_01118	CDS	1728	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
KNJFBCIG_01119	CDS	888	benM_1			HTH-type transcriptional regulator BenM
KNJFBCIG_01120	CDS	1410	abaF			Fosfomycin resistance protein AbaF
KNJFBCIG_01121	CDS	1074	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
KNJFBCIG_01122	CDS	1323	puuP_1		COG0531	Putrescine importer PuuP
KNJFBCIG_01123	CDS	816	ramA	3.5.1.100		(R)-stereoselective amidase
KNJFBCIG_01124	CDS	786				hypothetical protein
KNJFBCIG_01125	CDS	153	ykgO		COG0257	50S ribosomal protein L36 2
KNJFBCIG_01126	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
KNJFBCIG_01127	CDS	1611				hypothetical protein
KNJFBCIG_01128	CDS	372	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
KNJFBCIG_01129	CDS	654	degU_1		COG2197	Transcriptional regulatory protein DegU
KNJFBCIG_01130	CDS	894				hypothetical protein
KNJFBCIG_01131	CDS	717				hypothetical protein
KNJFBCIG_01132	CDS	1080	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KNJFBCIG_01133	CDS	894				hypothetical protein
KNJFBCIG_01134	CDS	771	ydcV_1			Inner membrane ABC transporter permease protein YdcV
KNJFBCIG_01135	CDS	1062	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
KNJFBCIG_01136	CDS	411				hypothetical protein
KNJFBCIG_01137	CDS	222				hypothetical protein
KNJFBCIG_01138	CDS	2406		4.1.2.-		phosphoketolase
KNJFBCIG_01139	CDS	1404		3.1.-.-	COG1236	Ribonuclease
KNJFBCIG_01140	CDS	1071				hypothetical protein
KNJFBCIG_01141	CDS	462	recX		COG2137	Regulatory protein RecX
KNJFBCIG_01142	CDS	1041	recA		COG0468	Protein RecA
KNJFBCIG_01143	CDS	507	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
KNJFBCIG_01144	CDS	1008	tolB_1			Tol-Pal system protein TolB
KNJFBCIG_01145	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
KNJFBCIG_01146	CDS	324	fdxA_1		COG1146	Ferredoxin-1
KNJFBCIG_01147	CDS	1005	rpoS			RNA polymerase sigma factor RpoS
KNJFBCIG_01148	CDS	894				hypothetical protein
KNJFBCIG_01149	CDS	669	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
KNJFBCIG_01150	CDS	750	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
KNJFBCIG_01151	CDS	1068	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
KNJFBCIG_01152	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
KNJFBCIG_01153	CDS	852	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
KNJFBCIG_01154	CDS	1113	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
KNJFBCIG_01155	CDS	909	dmlR_3			HTH-type transcriptional regulator DmlR
KNJFBCIG_01156	CDS	1227				hypothetical protein
KNJFBCIG_01157	CDS	249	yedF		COG0425	Putative sulfur carrier protein YedF
KNJFBCIG_01158	CDS	705	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
KNJFBCIG_01159	CDS	285	ftsB			Cell division protein FtsB
KNJFBCIG_01160	CDS	1290	eno	4.2.1.11		Enolase
KNJFBCIG_01161	CDS	846	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
KNJFBCIG_01162	CDS	1629	pyrG_1	6.3.4.2	COG0504	CTP synthase
KNJFBCIG_01163	CDS	1329	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
KNJFBCIG_01164	CDS	951	accA_1	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KNJFBCIG_01165	CDS	3522	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KNJFBCIG_01166	CDS	1416	alsT_1		COG1115	Amino-acid carrier protein AlsT
KNJFBCIG_01167	CDS	606	rnhB	3.1.26.4	COG0164	Ribonuclease HII
KNJFBCIG_01168	CDS	1137	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
KNJFBCIG_01169	CDS	777	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KNJFBCIG_01170	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KNJFBCIG_01171	CDS	1062	lpxD_1	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
KNJFBCIG_01172	CDS	507				hypothetical protein
KNJFBCIG_01173	CDS	2367	bamA_1		COG4775	Outer membrane protein assembly factor BamA
KNJFBCIG_01174	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
KNJFBCIG_01175	CDS	1191	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
KNJFBCIG_01176	CDS	816	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
KNJFBCIG_01177	CDS	756	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
KNJFBCIG_01178	CDS	558	frr		COG0233	Ribosome-recycling factor
KNJFBCIG_01179	CDS	738	pyrH	2.7.4.22	COG0528	Uridylate kinase
KNJFBCIG_01180	CDS	870	tsf		COG0264	Elongation factor Ts
KNJFBCIG_01181	CDS	741	rpsB		COG0052	30S ribosomal protein S2
KNJFBCIG_01182	CDS	786	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
KNJFBCIG_01183	CDS	2703	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
KNJFBCIG_01184	CDS	1209	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
KNJFBCIG_01185	CDS	1662	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
KNJFBCIG_01186	CDS	360				hypothetical protein
KNJFBCIG_01187	CDS	294				hypothetical protein
KNJFBCIG_01188	CDS	354				hypothetical protein
KNJFBCIG_01189	CDS	348	yffB		COG1393	Protein YffB
KNJFBCIG_01190	CDS	624	leuE_1		COG1280	Leucine efflux protein
KNJFBCIG_01191	CDS	1035	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
KNJFBCIG_01192	CDS	1206	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
KNJFBCIG_01193	CDS	423	sufE		COG2166	Cysteine desulfuration protein SufE
KNJFBCIG_01194	CDS	981				hypothetical protein
KNJFBCIG_01195	CDS	1848				hypothetical protein
KNJFBCIG_01196	CDS	735				hypothetical protein
KNJFBCIG_01197	CDS	924	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KNJFBCIG_01198	CDS	2505	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
KNJFBCIG_01199	CDS	399				hypothetical protein
KNJFBCIG_01200	CDS	681				hypothetical protein
KNJFBCIG_01201	CDS	3078	mexB_1		COG0841	Multidrug resistance protein MexB
KNJFBCIG_01202	CDS	1104	mdtA_2			Multidrug resistance protein MdtA
KNJFBCIG_01203	CDS	639				hypothetical protein
KNJFBCIG_01204	CDS	1278				hypothetical protein
KNJFBCIG_01205	CDS	786	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
KNJFBCIG_01206	CDS	696				hypothetical protein
KNJFBCIG_01207	CDS	825	bcpA	2.7.8.23		Carboxyvinyl-carboxyphosphonate phosphorylmutase
KNJFBCIG_01208	CDS	867				hypothetical protein
KNJFBCIG_01209	CDS	348				hypothetical protein
KNJFBCIG_01210	CDS	681	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
KNJFBCIG_01211	CDS	648	adk	2.7.4.3		Adenylate kinase
KNJFBCIG_01212	CDS	2637	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
KNJFBCIG_01213	CDS	345				hypothetical protein
KNJFBCIG_01214	CDS	471	zntR_3		COG0789	HTH-type transcriptional regulator ZntR
KNJFBCIG_01215	CDS	2229	cadA_1	3.6.3.3		Cadmium-transporting ATPase
KNJFBCIG_01216	CDS	405				hypothetical protein
KNJFBCIG_01217	CDS	786	pal_1			Peptidoglycan-associated lipoprotein
KNJFBCIG_01218	CDS	522	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
KNJFBCIG_01219	CDS	324				hypothetical protein
KNJFBCIG_01220	CDS	906				hypothetical protein
KNJFBCIG_01221	CDS	747				putative protein
KNJFBCIG_01222	CDS	1296				hypothetical protein
KNJFBCIG_01223	CDS	552				hypothetical protein
KNJFBCIG_01224	CDS	714				hypothetical protein
KNJFBCIG_01225	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
KNJFBCIG_01226	CDS	903	prfB		COG1186	Peptide chain release factor RF2
KNJFBCIG_01227	CDS	1044	pleD_1			Response regulator PleD
KNJFBCIG_01228	CDS	1008	cheB_2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
KNJFBCIG_01229	CDS	2310	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
KNJFBCIG_01230	CDS	690				hypothetical protein
KNJFBCIG_01231	CDS	1269	wspC	2.1.1.-	COG0457	putative biofilm formation methyltransferase WspC
KNJFBCIG_01232	CDS	510				hypothetical protein
KNJFBCIG_01233	CDS	1629				hypothetical protein
KNJFBCIG_01234	CDS	1620	nanT_1			Sialic acid transporter NanT
KNJFBCIG_01235	CDS	1674	alkJ_2	1.1.99.-		Alcohol dehydrogenase [acceptor]
KNJFBCIG_01236	CDS	906	hdfR_2			HTH-type transcriptional regulator HdfR
KNJFBCIG_01237	CDS	696				hypothetical protein
KNJFBCIG_01238	CDS	1863				hypothetical protein
KNJFBCIG_01239	CDS	642	rcsB_2		COG2197	Transcriptional regulatory protein RcsB
KNJFBCIG_01240	CDS	804				hypothetical protein
KNJFBCIG_01241	CDS	1701				hypothetical protein
KNJFBCIG_01242	CDS	342	fbp_1	5.2.1.8	COG0545	FK506-binding protein
KNJFBCIG_01243	CDS	1242				hypothetical protein
KNJFBCIG_01244	CDS	426				hypothetical protein
KNJFBCIG_01245	CDS	642				hypothetical protein
KNJFBCIG_01246	CDS	351				hypothetical protein
KNJFBCIG_01247	CDS	1107	namA	1.6.99.1	COG1902	NADPH dehydrogenase
KNJFBCIG_01248	CDS	1497	lasB	3.4.24.26		Elastase
KNJFBCIG_01249	CDS	1716	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
KNJFBCIG_01250	CDS	540	yaeQ		COG4681	putative protein YaeQ
KNJFBCIG_01251	CDS	693				hypothetical protein
KNJFBCIG_01252	CDS	5241				hypothetical protein
KNJFBCIG_01253	CDS	2067				hypothetical protein
KNJFBCIG_01254	CDS	642				hypothetical protein
KNJFBCIG_01255	CDS	696	ydjF		COG1842	Phage shock protein A 
KNJFBCIG_01256	CDS	621				hypothetical protein
KNJFBCIG_01257	CDS	1200	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
KNJFBCIG_01258	CDS	285				hypothetical protein
KNJFBCIG_01259	CDS	1011				hypothetical protein
KNJFBCIG_01260	CDS	1410	thrC	4.2.3.1	COG0498	Threonine synthase
KNJFBCIG_01261	CDS	1305	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
KNJFBCIG_01262	CDS	729	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
KNJFBCIG_01263	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
KNJFBCIG_01264	CDS	1836	nhaP2_1			K(+)/H(+) antiporter NhaP2
KNJFBCIG_01265	CDS	681				hypothetical protein
KNJFBCIG_01266	CDS	426				hypothetical protein
KNJFBCIG_01267	CDS	351	rplS		COG0335	50S ribosomal protein L19
KNJFBCIG_01268	CDS	759	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
KNJFBCIG_01269	CDS	537	rimM		COG0806	Ribosome maturation factor RimM
KNJFBCIG_01270	CDS	252	rpsP		COG0228	30S ribosomal protein S16
KNJFBCIG_01271	CDS	1374	ffh		COG0541	Signal recognition particle protein
KNJFBCIG_01272	CDS	801	ypjD		COG4137	Inner membrane protein YpjD
KNJFBCIG_01273	CDS	1293				hypothetical protein
KNJFBCIG_01274	CDS	1314	yhjE			Inner membrane metabolite transport protein YhjE
KNJFBCIG_01275	CDS	750				hypothetical protein
KNJFBCIG_01276	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
KNJFBCIG_01277	CDS	195				hypothetical protein
KNJFBCIG_01278	CDS	525	yrdA_1		COG0663	Protein YrdA
KNJFBCIG_01279	CDS	612	nudL	3.6.1.-		putative Nudix hydrolase NudL
KNJFBCIG_01280	CDS	555	nudC_1	3.6.1.22		NADH pyrophosphatase
KNJFBCIG_01281	CDS	501				hypothetical protein
KNJFBCIG_01282	CDS	744	nagR_1		COG2188	HTH-type transcriptional repressor NagR
KNJFBCIG_01283	CDS	1092	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
KNJFBCIG_01284	CDS	1023	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
KNJFBCIG_01285	CDS	2529				hypothetical protein
KNJFBCIG_01286	CDS	1713				hypothetical protein
KNJFBCIG_01287	CDS	318			COG0327	GTP cyclohydrolase 1 type 2 
KNJFBCIG_01288	CDS	3897	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
KNJFBCIG_01289	CDS	1473	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
KNJFBCIG_01290	CDS	585				hypothetical protein
KNJFBCIG_01291	CDS	1257				hypothetical protein
KNJFBCIG_01292	CDS	543	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
KNJFBCIG_01293	CDS	1392	mco	1.-.-.-		Multicopper oxidase mco
KNJFBCIG_01294	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
KNJFBCIG_01295	CDS	1470	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
KNJFBCIG_01296	CDS	978				hypothetical protein
KNJFBCIG_01297	CDS	897				hypothetical protein
KNJFBCIG_01298	CDS	1158				hypothetical protein
KNJFBCIG_01299	CDS	1143		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
KNJFBCIG_01300	CDS	783				hypothetical protein
KNJFBCIG_01301	CDS	909	hcaR_4			Hca operon transcriptional activator HcaR
KNJFBCIG_01302	CDS	1380	xseA_1	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
KNJFBCIG_01303	CDS	936	cynR_2			HTH-type transcriptional regulator CynR
KNJFBCIG_01304	CDS	1041				hypothetical protein
KNJFBCIG_01305	CDS	495				hypothetical protein
KNJFBCIG_01306	CDS	1281	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
KNJFBCIG_01307	CDS	762	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
KNJFBCIG_01308	CDS	954	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
KNJFBCIG_01309	CDS	630	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
KNJFBCIG_01310	CDS	573				hypothetical protein
KNJFBCIG_01311	CDS	477				hypothetical protein
KNJFBCIG_01312	CDS	390				hypothetical protein
KNJFBCIG_01313	CDS	849				hypothetical protein
KNJFBCIG_01314	CDS	396				hypothetical protein
KNJFBCIG_01315	CDS	1416				hypothetical protein
KNJFBCIG_01316	CDS	2160	btuB_1			Vitamin B12 transporter BtuB
KNJFBCIG_01317	CDS	462				hypothetical protein
KNJFBCIG_01318	CDS	1671	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KNJFBCIG_01319	CDS	333				hypothetical protein
KNJFBCIG_01320	CDS	456				hypothetical protein
KNJFBCIG_01321	CDS	951	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
KNJFBCIG_01322	CDS	588				hypothetical protein
KNJFBCIG_01323	CDS	795	yafV	3.5.1.3		Omega-amidase YafV
KNJFBCIG_01324	CDS	1149	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
KNJFBCIG_01325	CDS	1482	der		COG1160	GTPase Der
KNJFBCIG_01326	CDS	1143	bamB		COG1520	Outer membrane protein assembly factor BamB
KNJFBCIG_01327	CDS	645				hypothetical protein
KNJFBCIG_01328	CDS	1290	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
KNJFBCIG_01329	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
KNJFBCIG_01330	CDS	1044	rodZ		COG1426	Cytoskeleton protein RodZ
KNJFBCIG_01331	CDS	759				hypothetical protein
KNJFBCIG_01332	CDS	1140	rlmN_1	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
KNJFBCIG_01333	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
KNJFBCIG_01334	CDS	201	iscX		COG2975	Protein IscX
KNJFBCIG_01335	CDS	339	fdx_1		COG0633	2Fe-2S ferredoxin
KNJFBCIG_01336	CDS	1860	hscA		COG0443	Chaperone protein HscA
KNJFBCIG_01337	CDS	522	hscB		COG1076	Co-chaperone protein HscB 
KNJFBCIG_01338	CDS	324	iscA		COG0316	Iron-binding protein IscA
KNJFBCIG_01339	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
KNJFBCIG_01340	CDS	1215	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
KNJFBCIG_01341	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
KNJFBCIG_01342	CDS	777	cysE	2.3.1.30	COG1045	Serine acetyltransferase
KNJFBCIG_01343	CDS	774	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
KNJFBCIG_01344	CDS	816	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
KNJFBCIG_01345	CDS	549				hypothetical protein
KNJFBCIG_01346	CDS	921	secF		COG0341	Protein translocase subunit SecF
KNJFBCIG_01347	CDS	1863	secD_1		COG0342	Protein translocase subunit SecD
KNJFBCIG_01348	CDS	339	yajC		COG1862	Sec translocon accessory complex subunit YajC
KNJFBCIG_01349	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
KNJFBCIG_01350	CDS	1044	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KNJFBCIG_01351	tRNA	87				tRNA-Leu(caa)
KNJFBCIG_01352	CDS	1581	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
KNJFBCIG_01353	CDS	498				hypothetical protein
KNJFBCIG_01354	CDS	1068	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
KNJFBCIG_01355	CDS	1119	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
KNJFBCIG_01356	CDS	924	aidA			Quorum-quenching protein AidA
KNJFBCIG_01357	CDS	813	nimR_2			HTH-type transcriptional regulator NimR
KNJFBCIG_01358	CDS	1488	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
KNJFBCIG_01359	CDS	429	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
KNJFBCIG_01360	CDS	369				hypothetical protein
KNJFBCIG_01361	CDS	2853	valS	6.1.1.9	COG0525	Valine--tRNA ligase
KNJFBCIG_01362	CDS	351				hypothetical protein
KNJFBCIG_01363	CDS	6603				hypothetical protein
KNJFBCIG_01364	CDS	369				hypothetical protein
KNJFBCIG_01365	CDS	567				hypothetical protein
KNJFBCIG_01366	CDS	297				hypothetical protein
KNJFBCIG_01367	CDS	624				hypothetical protein
KNJFBCIG_01368	CDS	201				hypothetical protein
KNJFBCIG_01369	CDS	615				hypothetical protein
KNJFBCIG_01370	CDS	444				hypothetical protein
KNJFBCIG_01371	CDS	342				hypothetical protein
KNJFBCIG_01372	CDS	1173				hypothetical protein
KNJFBCIG_01373	CDS	1782				hypothetical protein
KNJFBCIG_01374	CDS	927				hypothetical protein
KNJFBCIG_01375	CDS	309				hypothetical protein
KNJFBCIG_01376	CDS	486				hypothetical protein
KNJFBCIG_01377	CDS	225				hypothetical protein
KNJFBCIG_01378	CDS	210				hypothetical protein
KNJFBCIG_01379	CDS	597				hypothetical protein
KNJFBCIG_01380	CDS	501				hypothetical protein
KNJFBCIG_01381	CDS	1074				hypothetical protein
KNJFBCIG_01382	CDS	297				hypothetical protein
KNJFBCIG_01383	CDS	159				hypothetical protein
KNJFBCIG_01384	CDS	630	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
KNJFBCIG_01385	CDS	624				hypothetical protein
KNJFBCIG_01386	CDS	321				hypothetical protein
KNJFBCIG_01387	CDS	303				hypothetical protein
KNJFBCIG_01388	CDS	549				hypothetical protein
KNJFBCIG_01389	CDS	1674				hypothetical protein
KNJFBCIG_01390	CDS	1575				hypothetical protein
KNJFBCIG_01391	CDS	1239				hypothetical protein
KNJFBCIG_01392	CDS	576				hypothetical protein
KNJFBCIG_01393	CDS	1110				hypothetical protein
KNJFBCIG_01394	CDS	405				hypothetical protein
KNJFBCIG_01395	CDS	897				hypothetical protein
KNJFBCIG_01396	CDS	516				hypothetical protein
KNJFBCIG_01397	CDS	453				hypothetical protein
KNJFBCIG_01398	CDS	204				hypothetical protein
KNJFBCIG_01399	CDS	741				hypothetical protein
KNJFBCIG_01400	CDS	483				hypothetical protein
KNJFBCIG_01401	CDS	3588				hypothetical protein
KNJFBCIG_01402	CDS	960				hypothetical protein
KNJFBCIG_01403	CDS	924				hypothetical protein
KNJFBCIG_01404	CDS	1707				hypothetical protein
KNJFBCIG_01405	CDS	819				hypothetical protein
KNJFBCIG_01406	CDS	231				hypothetical protein
KNJFBCIG_01407	CDS	2211				hypothetical protein
KNJFBCIG_01408	CDS	1149				hypothetical protein
KNJFBCIG_01409	CDS	288				hypothetical protein
KNJFBCIG_01410	CDS	225				hypothetical protein
KNJFBCIG_01411	CDS	978				hypothetical protein
KNJFBCIG_01412	CDS	891				hypothetical protein
KNJFBCIG_01413	CDS	795	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KNJFBCIG_01414	CDS	1833				hypothetical protein
KNJFBCIG_01415	CDS	1011	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
