locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBBLGCKP_01004	CDS	1020	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
BBBLGCKP_01005	CDS	630	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BBBLGCKP_01006	CDS	891	gcvA_2			Glycine cleavage system transcriptional activator
BBBLGCKP_01007	CDS	1311	dctA2		COG1301	C4-dicarboxylate transport protein 2
BBBLGCKP_01008	CDS	1002				putative HTH-type transcriptional regulator
BBBLGCKP_01009	CDS	3363	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
BBBLGCKP_01010	CDS	1347	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
BBBLGCKP_01011	CDS	678	phoP			Virulence transcriptional regulatory protein PhoP
BBBLGCKP_01012	CDS	603				hypothetical protein
BBBLGCKP_01013	CDS	168				hypothetical protein
BBBLGCKP_01014	CDS	492	napF		COG1145	Ferredoxin-type protein NapF
BBBLGCKP_01015	CDS	333	napD			Chaperone NapD
BBBLGCKP_01016	CDS	2505	napA_2	1.9.6.1		Periplasmic nitrate reductase
BBBLGCKP_01017	CDS	492	napB			Periplasmic nitrate reductase, electron transfer subunit
BBBLGCKP_01018	CDS	597	napC			Cytochrome c-type protein NapC
BBBLGCKP_01019	CDS	1197				Tn3 family transposase TnXax1
BBBLGCKP_01020	CDS	735				hypothetical protein
BBBLGCKP_01021	CDS	2058	lox	1.13.11.12		Linoleate 9/13-lipoxygenase
BBBLGCKP_01022	CDS	321				hypothetical protein
BBBLGCKP_01023	CDS	672	alyA_1	4.2.2.3		Alginate lyase
BBBLGCKP_01024	CDS	792				hypothetical protein
BBBLGCKP_01025	CDS	729				hypothetical protein
BBBLGCKP_01026	CDS	813	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
BBBLGCKP_01027	CDS	2610				hypothetical protein
BBBLGCKP_01028	CDS	1152	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
BBBLGCKP_01029	CDS	804	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
BBBLGCKP_01030	CDS	384				hypothetical protein
BBBLGCKP_01031	CDS	210	cspA_2		COG1278	Major cold shock protein CspA
BBBLGCKP_01032	CDS	1617	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
BBBLGCKP_01033	CDS	711	ompR_2			Transcriptional regulatory protein OmpR
BBBLGCKP_01034	CDS	2892				hypothetical protein
BBBLGCKP_01035	CDS	1248	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
BBBLGCKP_01036	CDS	555				hypothetical protein
BBBLGCKP_01037	CDS	2070	pys2	3.1.-.-	COG3209	Pyocin-S2
BBBLGCKP_01038	CDS	369				hypothetical protein
BBBLGCKP_01039	CDS	780				hypothetical protein
BBBLGCKP_01040	CDS	1917	eta	2.4.2.36		Exotoxin A
BBBLGCKP_01041	CDS	1491				hypothetical protein
BBBLGCKP_01042	CDS	1182	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
BBBLGCKP_01043	CDS	903	argP_2			HTH-type transcriptional regulator ArgP
BBBLGCKP_01044	CDS	1335	uhpC		COG2271	Membrane sensor protein UhpC
BBBLGCKP_01045	CDS	654	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
BBBLGCKP_01046	CDS	717	phnR_2		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
BBBLGCKP_01047	CDS	903	argP_3			HTH-type transcriptional regulator ArgP
BBBLGCKP_01048	CDS	837	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
BBBLGCKP_01049	CDS	849				hypothetical protein
BBBLGCKP_01050	CDS	876	dmlR_4			HTH-type transcriptional regulator DmlR
BBBLGCKP_01051	CDS	1017	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
BBBLGCKP_01052	CDS	789	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
BBBLGCKP_01053	CDS	876	hchA_1	3.1.2.-		Protein/nucleic acid deglycase HchA
BBBLGCKP_01054	CDS	414				hypothetical protein
BBBLGCKP_01055	CDS	351				hypothetical protein
BBBLGCKP_01056	CDS	780				hypothetical protein
BBBLGCKP_01057	CDS	1269	tetA			Tetracycline resistance protein, class C
BBBLGCKP_01058	CDS	978				hypothetical protein
BBBLGCKP_01059	CDS	408	fosA	2.5.1.18	COG0346	Glutathione transferase FosA
BBBLGCKP_01060	CDS	912	pgrR_1			HTH-type transcriptional regulator PgrR
BBBLGCKP_01061	CDS	990	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
BBBLGCKP_01062	CDS	588				hypothetical protein
BBBLGCKP_01063	CDS	753	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
BBBLGCKP_01064	CDS	1497	dgt_1	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
BBBLGCKP_01065	CDS	321				hypothetical protein
BBBLGCKP_01066	CDS	540	def_1	3.5.1.88	COG0242	Peptide deformylase
BBBLGCKP_01067	CDS	573				hypothetical protein
BBBLGCKP_01068	CDS	1308	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
BBBLGCKP_01069	CDS	507	pal_4			Peptidoglycan-associated lipoprotein
BBBLGCKP_01070	CDS	555				hypothetical protein
BBBLGCKP_01071	CDS	375				hypothetical protein
BBBLGCKP_01072	CDS	840	cvfB		COG2996	Conserved virulence factor B
BBBLGCKP_01073	CDS	2325	mdoB_1	2.7.8.20		Phosphoglycerol transferase I
BBBLGCKP_01074	CDS	336				hypothetical protein
BBBLGCKP_01075	CDS	1767		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BBBLGCKP_01076	CDS	192				hypothetical protein
BBBLGCKP_01077	CDS	222			COG4628	DNA-binding protein
BBBLGCKP_01078	CDS	1149	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
BBBLGCKP_01079	CDS	624				hypothetical protein
BBBLGCKP_01080	CDS	711	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
BBBLGCKP_01081	CDS	780	nimR_4			HTH-type transcriptional regulator NimR
BBBLGCKP_01082	CDS	1158	ydhC			Inner membrane transport protein YdhC
BBBLGCKP_01083	CDS	1197				hypothetical protein
BBBLGCKP_01084	CDS	714				hypothetical protein
BBBLGCKP_01085	CDS	444	fliJ		COG2882	Flagellar FliJ protein
BBBLGCKP_01086	CDS	1356	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
BBBLGCKP_01087	CDS	807				hypothetical protein
BBBLGCKP_01088	CDS	1017	fliG		COG1536	Flagellar motor switch protein FliG
BBBLGCKP_01089	CDS	1797				hypothetical protein
BBBLGCKP_01090	CDS	330	fliE		COG1677	Flagellar hook-basal body complex protein FliE
BBBLGCKP_01091	CDS	1422	atoC_1		COG2204	Regulatory protein AtoC
BBBLGCKP_01092	CDS	1209	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
BBBLGCKP_01093	CDS	1473	atoC_2		COG2204	Regulatory protein AtoC
BBBLGCKP_01094	CDS	294				hypothetical protein
BBBLGCKP_01095	CDS	381	fliS_1		COG1516	Flagellar secretion chaperone FliS
BBBLGCKP_01096	CDS	399	fliS_2		COG1516	Flagellar secretion chaperone FliS
BBBLGCKP_01097	CDS	1437	fliD		COG1345	B-type flagellar hook-associated protein 2
BBBLGCKP_01098	CDS	387				hypothetical protein
BBBLGCKP_01099	CDS	1185	fliC			A-type flagellin
BBBLGCKP_01100	CDS	3513				hypothetical protein
BBBLGCKP_01101	CDS	1617	mhpE	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
BBBLGCKP_01102	CDS	1104	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
BBBLGCKP_01103	CDS	501				hypothetical protein
BBBLGCKP_01104	CDS	768	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
BBBLGCKP_01105	CDS	1275				hypothetical protein
BBBLGCKP_01106	CDS	1140				hypothetical protein
BBBLGCKP_01107	CDS	621	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
BBBLGCKP_01108	CDS	1131		1.14.13.239		Carnitine monooxygenase oxygenase subunit
BBBLGCKP_01109	CDS	633	perB	2.3.1.227	COG0110	GDP-perosamine N-acetyltransferase
BBBLGCKP_01110	CDS	768	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
BBBLGCKP_01111	CDS	1041	fabH_2	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
BBBLGCKP_01112	CDS	225				hypothetical protein
BBBLGCKP_01113	CDS	1137	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
BBBLGCKP_01114	CDS	1302				hypothetical protein
BBBLGCKP_01115	CDS	2049				hypothetical protein
BBBLGCKP_01116	CDS	1203				hypothetical protein
BBBLGCKP_01117	CDS	1110	flgI			Flagellar P-ring protein
BBBLGCKP_01118	CDS	696	flgH			Flagellar L-ring protein
BBBLGCKP_01119	CDS	786	flgG		COG4786	Flagellar basal-body rod protein FlgG
BBBLGCKP_01120	CDS	750	flgF		COG4787	Flagellar basal-body rod protein FlgF
BBBLGCKP_01121	CDS	1389	flgE		COG1749	Flagellar hook protein FlgE
BBBLGCKP_01122	CDS	714	flgD		COG1843	Basal-body rod modification protein FlgD
BBBLGCKP_01123	CDS	441	flgC		COG1558	Flagellar basal-body rod protein FlgC
BBBLGCKP_01124	CDS	408	flgB		COG1815	Flagellar basal body rod protein FlgB
BBBLGCKP_01125	CDS	363				hypothetical protein
BBBLGCKP_01126	CDS	318				hypothetical protein
BBBLGCKP_01127	CDS	1122	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
BBBLGCKP_01128	CDS	924	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BBBLGCKP_01129	CDS	1254				hypothetical protein
BBBLGCKP_01130	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BBBLGCKP_01131	CDS	702	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BBBLGCKP_01132	CDS	2295				hypothetical protein
BBBLGCKP_01133	CDS	1842	htpG_1			Chaperone protein HtpG
BBBLGCKP_01134	CDS	915	dmlR_5			HTH-type transcriptional regulator DmlR
BBBLGCKP_01135	CDS	600				hypothetical protein
BBBLGCKP_01136	CDS	399				hypothetical protein
BBBLGCKP_01137	CDS	666				hypothetical protein
BBBLGCKP_01138	CDS	252				hypothetical protein
BBBLGCKP_01139	CDS	522				hypothetical protein
BBBLGCKP_01140	CDS	1098	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
BBBLGCKP_01141	CDS	906				hypothetical protein
BBBLGCKP_01142	CDS	348	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
BBBLGCKP_01143	CDS	270	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
BBBLGCKP_01144	CDS	525	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
BBBLGCKP_01145	CDS	1500	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
BBBLGCKP_01146	CDS	339	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
BBBLGCKP_01147	CDS	2802	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
BBBLGCKP_01148	CDS	465	slyB		COG3133	Outer membrane lipoprotein SlyB
BBBLGCKP_01149	CDS	243				hypothetical protein
BBBLGCKP_01150	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
BBBLGCKP_01151	CDS	1359	dsdX		COG2610	D-serine transporter DsdX
BBBLGCKP_01152	CDS	1113	cdaR		COG3835	Carbohydrate diacid regulator
BBBLGCKP_01153	CDS	648	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
BBBLGCKP_01154	CDS	882	pal_5			Peptidoglycan-associated lipoprotein
BBBLGCKP_01155	CDS	1146	yfeW	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
BBBLGCKP_01156	CDS	2250				hypothetical protein
BBBLGCKP_01157	CDS	2145	dinG_1	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
BBBLGCKP_01158	CDS	465				hypothetical protein
BBBLGCKP_01159	CDS	810				hypothetical protein
BBBLGCKP_01160	CDS	300				hypothetical protein
BBBLGCKP_01161	CDS	633	pal_6			Peptidoglycan-associated lipoprotein
BBBLGCKP_01162	CDS	498				hypothetical protein
BBBLGCKP_01163	CDS	474				hypothetical protein
BBBLGCKP_01164	CDS	318				hypothetical protein
BBBLGCKP_01165	CDS	621				hypothetical protein
BBBLGCKP_01166	CDS	561				hypothetical protein
BBBLGCKP_01167	CDS	495				hypothetical protein
BBBLGCKP_01168	CDS	201				hypothetical protein
BBBLGCKP_01169	CDS	642	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BBBLGCKP_01170	CDS	2544	quiP_1	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
BBBLGCKP_01171	CDS	1476				hypothetical protein
BBBLGCKP_01172	CDS	756				hypothetical protein
BBBLGCKP_01173	CDS	369				hypothetical protein
BBBLGCKP_01174	CDS	1287	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BBBLGCKP_01175	CDS	1494	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
BBBLGCKP_01176	CDS	513				hypothetical protein
BBBLGCKP_01177	CDS	1251	nicP_2			Porin-like protein NicP
BBBLGCKP_01178	CDS	987		1.6.5.11	COG2070	NADH:quinone reductase
BBBLGCKP_01179	CDS	918				hypothetical protein
BBBLGCKP_01180	CDS	1146		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
BBBLGCKP_01181	CDS	762	paaF_3	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
BBBLGCKP_01182	CDS	1065				hypothetical protein
BBBLGCKP_01183	CDS	408				hypothetical protein
BBBLGCKP_01184	CDS	1356	yjhB_1			Putative metabolite transport protein YjhB
BBBLGCKP_01185	CDS	867				hypothetical protein
BBBLGCKP_01186	CDS	2148	FCS1_1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
BBBLGCKP_01187	CDS	1152				hypothetical protein
BBBLGCKP_01188	CDS	312				hypothetical protein
BBBLGCKP_01189	CDS	801	allR		COG1414	HTH-type transcriptional repressor AllR
BBBLGCKP_01190	CDS	900				hypothetical protein
BBBLGCKP_01191	tRNA	90				tRNA-Ser(cga)
BBBLGCKP_01192	CDS	711	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BBBLGCKP_01193	CDS	759	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
BBBLGCKP_01194	CDS	1191	bamC			Outer membrane protein assembly factor BamC
BBBLGCKP_01195	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BBBLGCKP_01196	CDS	558	gcvR		COG2716	Glycine cleavage system transcriptional repressor
BBBLGCKP_01197	CDS	474	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
BBBLGCKP_01198	CDS	1074				hypothetical protein
BBBLGCKP_01199	CDS	252	tusA_1		COG0425	Sulfur carrier protein TusA
BBBLGCKP_01200	CDS	1434	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
BBBLGCKP_01201	CDS	1059	nadA	2.5.1.72	COG0379	Quinolinate synthase A
BBBLGCKP_01202	CDS	999				hypothetical protein
BBBLGCKP_01203	CDS	606	phnB	4.1.3.27	COG0512	Anthranilate synthase component 2, pyocyanine specific
BBBLGCKP_01204	CDS	1329				hypothetical protein
BBBLGCKP_01205	CDS	225				hypothetical protein
BBBLGCKP_01206	CDS	624				hypothetical protein
BBBLGCKP_01207	CDS	741				hypothetical protein
BBBLGCKP_01208	CDS	3141	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
BBBLGCKP_01209	CDS	1236				hypothetical protein
BBBLGCKP_01210	CDS	1248	czcC_1			Cobalt-zinc-cadmium resistance protein CzcC
BBBLGCKP_01211	CDS	513	htpX_1	3.4.24.-		Protease HtpX
BBBLGCKP_01212	CDS	444				hypothetical protein
BBBLGCKP_01213	CDS	900	benM_2			HTH-type transcriptional regulator BenM
BBBLGCKP_01214	CDS	591				hypothetical protein
BBBLGCKP_01215	CDS	219				hypothetical protein
BBBLGCKP_01216	CDS	852				hypothetical protein
BBBLGCKP_01217	CDS	258				hypothetical protein
BBBLGCKP_01218	CDS	1722				hypothetical protein
BBBLGCKP_01219	CDS	561				hypothetical protein
BBBLGCKP_01220	CDS	1209				hypothetical protein
BBBLGCKP_01221	CDS	789				hypothetical protein
BBBLGCKP_01222	CDS	552				hypothetical protein
BBBLGCKP_01223	CDS	399				Single-stranded DNA-binding protein
BBBLGCKP_01224	CDS	723				hypothetical protein
BBBLGCKP_01225	CDS	1002				hypothetical protein
BBBLGCKP_01226	CDS	2016	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
BBBLGCKP_01227	CDS	234				hypothetical protein
BBBLGCKP_01228	CDS	393				hypothetical protein
BBBLGCKP_01229	CDS	726				hypothetical protein
BBBLGCKP_01230	CDS	531				hypothetical protein
BBBLGCKP_01231	CDS	612				hypothetical protein
BBBLGCKP_01232	CDS	381				hypothetical protein
BBBLGCKP_01233	CDS	261				hypothetical protein
BBBLGCKP_01234	CDS	828				hypothetical protein
BBBLGCKP_01235	CDS	648				hypothetical protein
BBBLGCKP_01236	CDS	1110				hypothetical protein
BBBLGCKP_01237	CDS	297				hypothetical protein
BBBLGCKP_01238	CDS	189				hypothetical protein
BBBLGCKP_01239	CDS	2271				hypothetical protein
BBBLGCKP_01240	CDS	507				hypothetical protein
BBBLGCKP_01241	CDS	660				hypothetical protein
BBBLGCKP_01242	CDS	732				hypothetical protein
BBBLGCKP_01243	CDS	585				hypothetical protein
BBBLGCKP_01244	CDS	537				hypothetical protein
BBBLGCKP_01245	CDS	2166				hypothetical protein
BBBLGCKP_01246	CDS	750				hypothetical protein
BBBLGCKP_01247	CDS	2070				hypothetical protein
BBBLGCKP_01248	CDS	1740	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
BBBLGCKP_01249	CDS	351				hypothetical protein
BBBLGCKP_01250	CDS	234				hypothetical protein
BBBLGCKP_01251	CDS	369				hypothetical protein
BBBLGCKP_01252	CDS	399				hypothetical protein
BBBLGCKP_01253	CDS	669				hypothetical protein
BBBLGCKP_01254	CDS	888				hypothetical protein
BBBLGCKP_01255	CDS	1419				hypothetical protein
BBBLGCKP_01256	CDS	435				hypothetical protein
BBBLGCKP_01257	CDS	2883				hypothetical protein
BBBLGCKP_01258	CDS	750				hypothetical protein
BBBLGCKP_01259	CDS	501				hypothetical protein
BBBLGCKP_01260	CDS	459				hypothetical protein
BBBLGCKP_01261	CDS	939				hypothetical protein
BBBLGCKP_01262	CDS	1413				hypothetical protein
BBBLGCKP_01263	CDS	345				hypothetical protein
BBBLGCKP_01264	CDS	1521				hypothetical protein
BBBLGCKP_01265	CDS	360				hypothetical protein
BBBLGCKP_01266	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
BBBLGCKP_01267	CDS	318				hypothetical protein
BBBLGCKP_01268	CDS	816				hypothetical protein
BBBLGCKP_01269	CDS	921				hypothetical protein
BBBLGCKP_01270	CDS	1848				hypothetical protein
BBBLGCKP_01271	CDS	147				hypothetical protein
BBBLGCKP_01272	CDS	627				hypothetical protein
BBBLGCKP_01273	CDS	1269	intA_1		COG0582	Prophage integrase IntA
BBBLGCKP_01274	CDS	1665	phnA	4.1.3.27	COG0147	Anthranilate synthase component 1, pyocyanine specific
BBBLGCKP_01275	CDS	906	pqsE	3.1.2.32		2-aminobenzoylacetyl-CoA thioesterase
BBBLGCKP_01276	CDS	1014	pqsD	2.3.1.262	COG0332	Anthraniloyl-CoA anthraniloyltransferase
BBBLGCKP_01277	CDS	1047	pqsC	2.3.1.230	COG0332	2-heptyl-4(1H)-quinolone synthase subunit PqsC
BBBLGCKP_01278	CDS	852	pqsB		COG0332	2-heptyl-4(1H)-quinolone synthase subunit PqsB
BBBLGCKP_01279	CDS	1554	pqsA	6.2.1.32	COG0365	Anthranilate--CoA ligase
BBBLGCKP_01280	CDS	522	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
BBBLGCKP_01281	CDS	2520	fimD		COG3188	Outer membrane usher protein FimD
BBBLGCKP_01282	CDS	714	yadV_1			putative fimbrial chaperone YadV
BBBLGCKP_01283	CDS	612				hypothetical protein
BBBLGCKP_01284	CDS	642				hypothetical protein
BBBLGCKP_01285	CDS	705	nudC_2	3.6.1.22		NADH pyrophosphatase
BBBLGCKP_01286	CDS	561				hypothetical protein
BBBLGCKP_01287	CDS	405		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
BBBLGCKP_01288	tRNA	76				tRNA-Lys(ttt)
BBBLGCKP_01289	CDS	675	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
BBBLGCKP_01290	CDS	648	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
BBBLGCKP_01291	CDS	825	cpoB			Cell division coordinator CpoB
BBBLGCKP_01292	CDS	507	pal_7		COG2885	Peptidoglycan-associated lipoprotein
BBBLGCKP_01293	CDS	1299	tolB_2		COG0823	Tol-Pal system protein TolB
BBBLGCKP_01294	CDS	1044	tolA			Tol-Pal system protein TolA
BBBLGCKP_01295	CDS	441	exbD_1		COG0848	Biopolymer transport protein ExbD
BBBLGCKP_01296	CDS	696	tolQ_1		COG0811	Tol-Pal system protein TolQ
BBBLGCKP_01297	CDS	447	ybgC_1	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
BBBLGCKP_01298	CDS	1059	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
BBBLGCKP_01299	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
BBBLGCKP_01300	CDS	525	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
BBBLGCKP_01301	CDS	747	pmpR		COG0217	Transcriptional regulatory protein PmpR
BBBLGCKP_01302	CDS	1776	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
BBBLGCKP_01303	CDS	471			COG0783	putative protein
BBBLGCKP_01304	CDS	615				hypothetical protein
BBBLGCKP_01305	CDS	210	slyX			Protein SlyX
BBBLGCKP_01306	CDS	429				hypothetical protein
BBBLGCKP_01307	CDS	1326	oprD_1	3.4.21.-		Porin D
BBBLGCKP_01308	CDS	408				hypothetical protein
BBBLGCKP_01309	CDS	1716	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BBBLGCKP_01310	CDS	957				hypothetical protein
BBBLGCKP_01311	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
BBBLGCKP_01312	CDS	456	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
BBBLGCKP_01313	CDS	1371	puuP_2		COG0531	Putrescine importer PuuP
BBBLGCKP_01314	CDS	1230	sstT		COG3633	Serine/threonine transporter SstT
BBBLGCKP_01315	CDS	903				hypothetical protein
BBBLGCKP_01316	CDS	1875				hypothetical protein
BBBLGCKP_01317	CDS	261	yidD			Putative membrane protein insertion efficiency factor
BBBLGCKP_01318	CDS	1356				hypothetical protein
BBBLGCKP_01319	CDS	933	rhaS_2			HTH-type transcriptional activator RhaS
BBBLGCKP_01320	CDS	180				hypothetical protein
BBBLGCKP_01321	CDS	297				hypothetical protein
BBBLGCKP_01322	CDS	2001				hypothetical protein
BBBLGCKP_01323	CDS	507	fecI_2		COG1595	putative RNA polymerase sigma factor FecI
BBBLGCKP_01324	CDS	954	fecR_1		COG3712	Protein FecR
BBBLGCKP_01325	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
BBBLGCKP_01326	CDS	663	cynT_1	4.2.1.1	COG0288	Carbonic anhydrase 1
BBBLGCKP_01327	CDS	888	cynR_2			HTH-type transcriptional regulator CynR
BBBLGCKP_01328	CDS	1416	efpA			putative MFS-type transporter EfpA
BBBLGCKP_01329	CDS	903	pgrR_2			HTH-type transcriptional regulator PgrR
BBBLGCKP_01330	CDS	2958	btuB_4			Vitamin B12 transporter BtuB
BBBLGCKP_01331	CDS	1809				hypothetical protein
BBBLGCKP_01332	CDS	1074	yejB_1		COG4174	Inner membrane ABC transporter permease protein YejB
BBBLGCKP_01333	CDS	1017	yejE_1		COG4239	Inner membrane ABC transporter permease protein YejE
BBBLGCKP_01334	CDS	1611	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
BBBLGCKP_01335	CDS	1182	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
BBBLGCKP_01336	CDS	1224				hypothetical protein
BBBLGCKP_01337	CDS	1056	copB_1			Copper resistance protein B
BBBLGCKP_01338	CDS	1845	copA_1			Copper resistance protein A
BBBLGCKP_01339	CDS	639				hypothetical protein
BBBLGCKP_01340	CDS	669		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
BBBLGCKP_01341	CDS	1164	hcaT_1			putative 3-phenylpropionic acid transporter
BBBLGCKP_01342	CDS	1725	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
BBBLGCKP_01343	CDS	2643	btuB_5			Vitamin B12 transporter BtuB
BBBLGCKP_01344	CDS	2109	fusB		COG0480	Elongation factor G 2
BBBLGCKP_01345	CDS	2595				hypothetical protein
BBBLGCKP_01346	CDS	1431				hypothetical protein
BBBLGCKP_01347	CDS	813	yafV_2	3.5.1.3		Omega-amidase YafV
BBBLGCKP_01348	CDS	726				hypothetical protein
BBBLGCKP_01349	CDS	1008				hypothetical protein
BBBLGCKP_01350	CDS	210				hypothetical protein
BBBLGCKP_01351	CDS	951	catM			HTH-type transcriptional regulator CatM
BBBLGCKP_01352	CDS	1905				hypothetical protein
BBBLGCKP_01353	CDS	1875				hypothetical protein
BBBLGCKP_01354	CDS	1407	aroP_1		COG1113	Aromatic amino acid transport protein AroP
BBBLGCKP_01355	CDS	1251	kynU	3.7.1.3		Kynureninase
BBBLGCKP_01356	CDS	642	kynB	3.5.1.9	COG1878	Kynurenine formamidase
BBBLGCKP_01357	CDS	477	lrp_1		COG1522	Leucine-responsive regulatory protein
BBBLGCKP_01358	CDS	1275	cmtAb	1.14.12.25	COG4638	p-cumate 2,3-dioxygenase system, large oxygenase component
BBBLGCKP_01359	CDS	1833	asnO_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
BBBLGCKP_01360	CDS	510	cmtAc			p-cumate 2,3-dioxygenase system, small oxygenase component
BBBLGCKP_01361	CDS	903		3.8.1.3	COG0596	Fluoroacetate dehalogenase
BBBLGCKP_01362	CDS	657				hypothetical protein
BBBLGCKP_01363	CDS	849	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
BBBLGCKP_01364	CDS	2652	pfeA_1		COG4771	Ferric enterobactin receptor
BBBLGCKP_01365	CDS	1080	ssuD_2	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
BBBLGCKP_01366	CDS	1281				L-lactate transporter
BBBLGCKP_01367	CDS	1197	pbuE_2		COG2814	Purine efflux pump PbuE
BBBLGCKP_01368	CDS	510	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
BBBLGCKP_01369	CDS	957				hypothetical protein
