locus_tag	ftype	length_bp	gene	EC_number	COG	product
FEOJADHP_01609	CDS	1245	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
FEOJADHP_01610	CDS	534				hypothetical protein
FEOJADHP_01611	CDS	2226	comEC		COG0658	ComE operon protein 3
FEOJADHP_01612	CDS	636	tolQ_1		COG0811	Tol-Pal system protein TolQ
FEOJADHP_01613	CDS	441	tolR			Tol-Pal system protein TolR
FEOJADHP_01614	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
FEOJADHP_01615	CDS	186				hypothetical protein
FEOJADHP_01616	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
FEOJADHP_01617	CDS	465		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
FEOJADHP_01618	CDS	1020	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FEOJADHP_01619	CDS	3210	rne	3.1.26.12		Ribonuclease E
FEOJADHP_01620	CDS	957	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
FEOJADHP_01621	CDS	693	mupP_1	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
FEOJADHP_01622	CDS	981				hypothetical protein
FEOJADHP_01623	CDS	579	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
FEOJADHP_01624	CDS	537	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
FEOJADHP_01625	CDS	183	rpmF		COG0333	50S ribosomal protein L32
FEOJADHP_01626	CDS	981	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
FEOJADHP_01627	CDS	939	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
FEOJADHP_01628	CDS	744	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FEOJADHP_01629	CDS	237	acpP_1			Acyl carrier protein
FEOJADHP_01630	CDS	1245	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FEOJADHP_01631	CDS	816	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
FEOJADHP_01632	CDS	1050	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
FEOJADHP_01633	CDS	633	tmk	2.7.4.9	COG0125	Thymidylate kinase
FEOJADHP_01634	CDS	987	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
FEOJADHP_01635	CDS	357				hypothetical protein
FEOJADHP_01636	CDS	777	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
FEOJADHP_01637	CDS	1134	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase
FEOJADHP_01638	CDS	639				hypothetical protein
FEOJADHP_01639	CDS	897				hypothetical protein
FEOJADHP_01640	CDS	633				hypothetical protein
FEOJADHP_01641	CDS	570				hypothetical protein
FEOJADHP_01642	CDS	1656		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
FEOJADHP_01643	CDS	750	etfB			Electron transfer flavoprotein subunit beta
FEOJADHP_01644	CDS	930	etfA		COG2025	Electron transfer flavoprotein subunit alpha
FEOJADHP_01645	CDS	1197	fabV	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH]
FEOJADHP_01646	CDS	948	lip3	3.1.1.3		Lipase 3
FEOJADHP_01647	CDS	753	cobM	2.1.1.133	COG2875	Precorrin-4 C(11)-methyltransferase
FEOJADHP_01648	CDS	429	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
FEOJADHP_01649	CDS	702				hypothetical protein
FEOJADHP_01650	CDS	183				hypothetical protein
FEOJADHP_01651	CDS	1053	yjiA_2	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
FEOJADHP_01652	CDS	3747	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
FEOJADHP_01653	CDS	1095	aroF_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
FEOJADHP_01654	CDS	1014	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
FEOJADHP_01655	CDS	645				hypothetical protein
FEOJADHP_01656	CDS	1140	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
FEOJADHP_01657	CDS	1611	lap	3.4.11.1	COG2234	Aminopeptidase
FEOJADHP_01658	CDS	1530	uacT_1		COG2233	Uric acid transporter UacT
FEOJADHP_01659	CDS	249				hypothetical protein
FEOJADHP_01660	CDS	582				hypothetical protein
FEOJADHP_01661	CDS	273				hypothetical protein
FEOJADHP_01662	CDS	132				hypothetical protein
FEOJADHP_01663	CDS	960		3.3.2.10		Soluble epoxide hydrolase
FEOJADHP_01664	CDS	1179	pbuE_1		COG2814	Purine efflux pump PbuE
FEOJADHP_01665	CDS	1110	nemA_3	1.3.1.-	COG1902	N-ethylmaleimide reductase
FEOJADHP_01666	CDS	591	comR_1			HTH-type transcriptional repressor ComR
FEOJADHP_01667	CDS	927	trpI_1			HTH-type transcriptional regulator TrpI
FEOJADHP_01668	CDS	615	rhtC_1		COG1280	Threonine efflux protein
FEOJADHP_01669	CDS	1509				hypothetical protein
FEOJADHP_01670	CDS	1332				hypothetical protein
FEOJADHP_01671	CDS	768	hisP_1		COG4598	Histidine transport ATP-binding protein HisP
FEOJADHP_01672	CDS	714	hisM		COG4160	Histidine transport system permease protein HisM
FEOJADHP_01673	CDS	690	hisQ_1		COG4215	Histidine transport system permease protein HisQ
FEOJADHP_01674	CDS	786	hisJ		COG0834	Histidine-binding periplasmic protein
FEOJADHP_01675	CDS	1170	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
FEOJADHP_01676	CDS	990	argP_2			HTH-type transcriptional regulator ArgP
FEOJADHP_01677	CDS	1638				hypothetical protein
FEOJADHP_01678	CDS	258				hypothetical protein
FEOJADHP_01679	CDS	774	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FEOJADHP_01680	CDS	837	rhaS_5			HTH-type transcriptional activator RhaS
FEOJADHP_01681	CDS	594	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
FEOJADHP_01682	CDS	867		3.-.-.-		putative metallo-hydrolase
FEOJADHP_01683	CDS	1032	hmuU_1		COG0609	Hemin transport system permease protein HmuU
FEOJADHP_01684	CDS	972	btuF_1			Vitamin B12-binding protein
FEOJADHP_01685	CDS	774	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
FEOJADHP_01686	CDS	2160	cntO_2			Metal-pseudopaline receptor CntO
FEOJADHP_01687	CDS	570	mntP		COG1971	putative manganese efflux pump MntP
FEOJADHP_01688	CDS	729	cobK	1.3.1.54		Precorrin-6A reductase
FEOJADHP_01689	CDS	1101	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
FEOJADHP_01690	CDS	1248	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
FEOJADHP_01691	CDS	1371	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
FEOJADHP_01692	CDS	627	cobH	5.4.99.61		Precorrin-8X methylmutase
FEOJADHP_01693	CDS	753	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
FEOJADHP_01694	CDS	1680	cysG_2	4.99.1.4		Siroheme synthase
FEOJADHP_01695	CDS	849				hypothetical protein
FEOJADHP_01696	CDS	345				hypothetical protein
FEOJADHP_01697	CDS	810	pal_1			Peptidoglycan-associated lipoprotein
FEOJADHP_01698	CDS	639	rcsB_1		COG2197	Transcriptional regulatory protein RcsB
FEOJADHP_01699	CDS	369				hypothetical protein
FEOJADHP_01700	CDS	1440	norG_1		COG1167	HTH-type transcriptional regulator NorG
FEOJADHP_01701	CDS	636	algU_1		COG1595	RNA polymerase sigma-H factor
FEOJADHP_01702	CDS	765				hypothetical protein
FEOJADHP_01703	CDS	423				hypothetical protein
FEOJADHP_01704	CDS	1827	caiC	6.2.1.48		Crotonobetaine/carnitine--CoA ligase
FEOJADHP_01705	CDS	825				hypothetical protein
FEOJADHP_01706	CDS	1986	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
FEOJADHP_01707	CDS	795	fadB_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase
FEOJADHP_01708	CDS	1221	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FEOJADHP_01709	CDS	1617	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FEOJADHP_01710	CDS	879	fadH_2	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
FEOJADHP_01711	CDS	1803				hypothetical protein
FEOJADHP_01712	CDS	624	kstR2			HTH-type transcriptional repressor KstR2
FEOJADHP_01713	CDS	765				hypothetical protein
FEOJADHP_01714	CDS	168				hypothetical protein
FEOJADHP_01715	CDS	1302	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
FEOJADHP_01716	CDS	912				hypothetical protein
FEOJADHP_01717	CDS	471				hypothetical protein
FEOJADHP_01718	CDS	891	yahB			putative HTH-type transcriptional regulator YahB
FEOJADHP_01719	CDS	642				hypothetical protein
FEOJADHP_01720	CDS	894	pgrR_2			HTH-type transcriptional regulator PgrR
FEOJADHP_01721	CDS	699	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FEOJADHP_01722	CDS	918				hypothetical protein
FEOJADHP_01723	CDS	954				hypothetical protein
FEOJADHP_01724	CDS	2007	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
FEOJADHP_01725	CDS	771				hypothetical protein
FEOJADHP_01726	CDS	798				hypothetical protein
FEOJADHP_01727	CDS	1578				hypothetical protein
FEOJADHP_01728	CDS	489				hypothetical protein
FEOJADHP_01729	CDS	360				hypothetical protein
FEOJADHP_01730	CDS	1473	mcpQ_2		COG0840	Methyl-accepting chemotaxis protein McpQ
FEOJADHP_01731	CDS	804	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
FEOJADHP_01732	CDS	129				hypothetical protein
FEOJADHP_01733	CDS	1431	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
FEOJADHP_01734	CDS	435	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
FEOJADHP_01735	CDS	330	lifO		COG5380	Lipase chaperone
FEOJADHP_01736	CDS	405		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
FEOJADHP_01737	CDS	1686	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
FEOJADHP_01738	CDS	1473	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
FEOJADHP_01739	CDS	594	betI_1		COG1309	HTH-type transcriptional regulator BetI
FEOJADHP_01740	CDS	1605	betT1		COG1292	Osmo-independent choline transporter BetT1
FEOJADHP_01741	CDS	1179	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FEOJADHP_01742	CDS	840	opuAB_2		COG4176	Glycine betaine transport system permease protein OpuAB
FEOJADHP_01743	CDS	939				hypothetical protein
FEOJADHP_01744	CDS	1377	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
FEOJADHP_01745	CDS	1104	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
FEOJADHP_01746	CDS	249				hypothetical protein
FEOJADHP_01747	CDS	894	cysL_1		COG0583	HTH-type transcriptional regulator CysL
FEOJADHP_01748	CDS	1068				hypothetical protein
FEOJADHP_01749	CDS	996	aes	3.1.1.-		Acetyl esterase
FEOJADHP_01750	CDS	480	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
FEOJADHP_01751	CDS	966	lcdH_2	1.1.1.108	COG1250	L-carnitine dehydrogenase
FEOJADHP_01752	CDS	885	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
FEOJADHP_01753	CDS	939				hypothetical protein
FEOJADHP_01754	CDS	1011	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
FEOJADHP_01755	CDS	1155	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
FEOJADHP_01756	CDS	675				hypothetical protein
FEOJADHP_01757	CDS	423				hypothetical protein
FEOJADHP_01758	CDS	1353				hypothetical protein
FEOJADHP_01759	CDS	1476	ywiE_2	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
FEOJADHP_01760	CDS	471				hypothetical protein
FEOJADHP_01761	CDS	978				hypothetical protein
FEOJADHP_01762	CDS	531				hypothetical protein
FEOJADHP_01763	CDS	2061	stcD	1.-.-.-		putative N-methylproline demethylase
FEOJADHP_01764	CDS	1962				hypothetical protein
FEOJADHP_01765	CDS	1233	fixB			Protein FixB
FEOJADHP_01766	CDS	774				hypothetical protein
FEOJADHP_01767	CDS	570				hypothetical protein
FEOJADHP_01768	CDS	207				hypothetical protein
FEOJADHP_01769	CDS	405				hypothetical protein
FEOJADHP_01770	CDS	234				hypothetical protein
FEOJADHP_01771	CDS	234				hypothetical protein
FEOJADHP_01772	CDS	291				hypothetical protein
FEOJADHP_01773	CDS	177				hypothetical protein
FEOJADHP_01774	CDS	561				hypothetical protein
FEOJADHP_01775	CDS	111				hypothetical protein
FEOJADHP_01776	CDS	1290		1.14.13.239		Carnitine monooxygenase oxygenase subunit
FEOJADHP_01777	CDS	1101	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
FEOJADHP_01778	CDS	2442				hypothetical protein
FEOJADHP_01779	CDS	1041	ltaE_1	4.1.2.48		Low specificity L-threonine aldolase
FEOJADHP_01780	CDS	642				hypothetical protein
FEOJADHP_01781	CDS	222				hypothetical protein
FEOJADHP_01782	CDS	216			COG3360	Dodecin
FEOJADHP_01783	CDS	888	trpI_2			HTH-type transcriptional regulator TrpI
FEOJADHP_01784	CDS	1209	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
FEOJADHP_01785	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
FEOJADHP_01786	CDS	624			COG2197	Putative transcriptional regulator
FEOJADHP_01787	CDS	366				hypothetical protein
FEOJADHP_01788	CDS	378				hypothetical protein
FEOJADHP_01789	CDS	900	gcvA_3			Glycine cleavage system transcriptional activator
FEOJADHP_01790	CDS	1512	betC	3.1.6.6	COG3119	Choline-sulfatase
FEOJADHP_01791	CDS	924				hypothetical protein
FEOJADHP_01792	CDS	1554			COG0659	putative sulfate transporter
FEOJADHP_01793	CDS	603				hypothetical protein
FEOJADHP_01794	CDS	1287	prsA	5.2.1.8		Foldase protein PrsA
FEOJADHP_01795	CDS	987				hypothetical protein
FEOJADHP_01796	CDS	825	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FEOJADHP_01797	CDS	918	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
FEOJADHP_01798	CDS	978	qorA_4	1.6.5.5	COG0604	Quinone oxidoreductase 1
FEOJADHP_01799	CDS	558	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
FEOJADHP_01800	CDS	1089				hypothetical protein
FEOJADHP_01801	CDS	1026				hypothetical protein
FEOJADHP_01802	CDS	507	def_1	3.5.1.88	COG0242	Peptide deformylase
FEOJADHP_01803	CDS	945	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FEOJADHP_01804	CDS	1305	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FEOJADHP_01805	CDS	1374	trkA		COG0569	Trk system potassium uptake protein TrkA
FEOJADHP_01806	CDS	318				hypothetical protein
FEOJADHP_01807	CDS	273				hypothetical protein
FEOJADHP_01808	CDS	654	yhhQ		COG1738	Queuosine precursor transporter
FEOJADHP_01809	CDS	267				hypothetical protein
FEOJADHP_01810	CDS	888	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
FEOJADHP_01811	CDS	552	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
FEOJADHP_01812	CDS	948	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FEOJADHP_01813	CDS	2058	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
FEOJADHP_01814	CDS	1707				hypothetical protein
FEOJADHP_01815	CDS	537	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FEOJADHP_01816	CDS	774				hypothetical protein
FEOJADHP_01817	CDS	2421	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
FEOJADHP_01818	CDS	1110	recF_1		COG1195	DNA replication and repair protein RecF
FEOJADHP_01819	CDS	1104	dnaN		COG0592	Beta sliding clamp
FEOJADHP_01820	CDS	1545	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FEOJADHP_01821	CDS	135	rpmH		COG0230	50S ribosomal protein L34
FEOJADHP_01822	CDS	408	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
FEOJADHP_01823	CDS	1737	yidC			Membrane protein insertase YidC
FEOJADHP_01824	CDS	1368	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FEOJADHP_01825	CDS	225				hypothetical protein
FEOJADHP_01826	CDS	1893	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FEOJADHP_01827	CDS	645	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
FEOJADHP_01828	CDS	789	parA			Chromosome partitioning protein ParA
FEOJADHP_01829	CDS	873	parB		COG1475	putative chromosome-partitioning protein ParB
FEOJADHP_01830	CDS	381				hypothetical protein
FEOJADHP_01831	CDS	870	atpB		COG0356	ATP synthase subunit a
FEOJADHP_01832	CDS	258	atpH_1			ATP synthase subunit c
FEOJADHP_01833	CDS	471	atpF		COG0711	ATP synthase subunit b
FEOJADHP_01834	CDS	537	atpH_2		COG0712	ATP synthase subunit delta
FEOJADHP_01835	CDS	1545	atpA	7.1.2.2		ATP synthase subunit alpha
FEOJADHP_01836	CDS	861	atpG		COG0224	ATP synthase gamma chain
FEOJADHP_01837	CDS	1377	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
FEOJADHP_01838	CDS	426	atpC		COG0355	ATP synthase epsilon chain
FEOJADHP_01839	CDS	1365	glmU			Bifunctional protein GlmU
FEOJADHP_01840	CDS	510				hypothetical protein
FEOJADHP_01841	CDS	774	srlR		COG1349	Glucitol operon repressor
FEOJADHP_01842	CDS	1836	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FEOJADHP_01843	CDS	1206	sotB_1			sugar efflux transporter
FEOJADHP_01844	CDS	624				hypothetical protein
FEOJADHP_01845	CDS	1185	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FEOJADHP_01846	CDS	960				hypothetical protein
FEOJADHP_01847	CDS	2025				hypothetical protein
FEOJADHP_01848	CDS	399				hypothetical protein
FEOJADHP_01849	CDS	1245	nylB'	3.5.1.46		6-aminohexanoate-dimer hydrolase
FEOJADHP_01850	CDS	1338	pyrC_1	3.5.2.3		Dihydroorotase
FEOJADHP_01851	CDS	561	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
FEOJADHP_01852	CDS	897	folE2			GTP cyclohydrolase FolE2
FEOJADHP_01853	CDS	1194	amiC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
FEOJADHP_01854	CDS	417				hypothetical protein
FEOJADHP_01855	CDS	405	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
FEOJADHP_01856	CDS	1203	yciC		COG0523	Putative metal chaperone YciC
FEOJADHP_01857	CDS	642				hypothetical protein
FEOJADHP_01858	CDS	369				hypothetical protein
FEOJADHP_01859	CDS	969	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
FEOJADHP_01860	CDS	1032	tonB		COG0810	Protein TonB
FEOJADHP_01861	CDS	1308	kgtP_1			Alpha-ketoglutarate permease
FEOJADHP_01862	CDS	1758	kefB			Glutathione-regulated potassium-efflux system protein KefB
FEOJADHP_01863	CDS	855				hypothetical protein
FEOJADHP_01864	CDS	402				hypothetical protein
FEOJADHP_01865	CDS	213				hypothetical protein
FEOJADHP_01866	CDS	681	mcbR		COG1802	HTH-type transcriptional regulator McbR
FEOJADHP_01867	CDS	783	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FEOJADHP_01868	CDS	1395	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
FEOJADHP_01869	CDS	1368	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
FEOJADHP_01870	CDS	759	tsaC1	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
FEOJADHP_01871	CDS	744				hypothetical protein
FEOJADHP_01872	CDS	483				hypothetical protein
FEOJADHP_01873	CDS	1704	ybaL		COG1226	Putative cation/proton antiporter YbaL
FEOJADHP_01874	CDS	585				hypothetical protein
FEOJADHP_01875	CDS	1203				hypothetical protein
FEOJADHP_01876	CDS	873	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
FEOJADHP_01877	CDS	501				hypothetical protein
FEOJADHP_01878	CDS	789		3.5.2.6	COG2602	Beta-lactamase OXA-133
FEOJADHP_01879	CDS	879				hypothetical protein
FEOJADHP_01880	tRNA	95				tRNA-Ala(cgc)
FEOJADHP_01881	CDS	1344	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
FEOJADHP_01882	CDS	1350	puuP_1		COG0531	Putrescine importer PuuP
FEOJADHP_01883	CDS	753				hypothetical protein
FEOJADHP_01884	CDS	1332	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
FEOJADHP_01885	CDS	654	rutB_3	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FEOJADHP_01886	CDS	858				hypothetical protein
FEOJADHP_01887	CDS	783			COG1464	Membrane lipoprotein TpN32
FEOJADHP_01888	CDS	678	metP		COG2011	Methionine import system permease protein MetP
FEOJADHP_01889	CDS	1008	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FEOJADHP_01890	CDS	792				hypothetical protein
FEOJADHP_01891	CDS	789	znuB_1		COG1108	High-affinity zinc uptake system membrane protein ZnuB
FEOJADHP_01892	CDS	810	znuC_1	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
FEOJADHP_01893	CDS	504	zur		COG0735	Zinc uptake regulation protein
FEOJADHP_01894	CDS	924	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
FEOJADHP_01895	CDS	2205	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
FEOJADHP_01896	CDS	690				hypothetical protein
FEOJADHP_01897	CDS	951	thrB	2.7.1.39	COG2334	Homoserine kinase
FEOJADHP_01898	CDS	291				hypothetical protein
FEOJADHP_01899	CDS	2742	polA	2.7.7.7	COG0258	DNA polymerase I
FEOJADHP_01900	CDS	648	engB		COG0218	putative GTP-binding protein EngB
FEOJADHP_01901	CDS	294				hypothetical protein
FEOJADHP_01902	CDS	606	cc4_1		COG2863	Cytochrome c4
FEOJADHP_01903	CDS	636	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
FEOJADHP_01904	CDS	879				hypothetical protein
FEOJADHP_01905	CDS	2016				hypothetical protein
FEOJADHP_01906	CDS	594				hypothetical protein
FEOJADHP_01907	CDS	780	amiD_1	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
FEOJADHP_01908	CDS	1788	kinB	2.7.13.3	COG5000	Alginate biosynthesis sensor protein KinB
FEOJADHP_01909	CDS	1350	algB		COG2204	Alginate biosynthesis transcriptional regulatory protein AlgB
FEOJADHP_01910	CDS	162				hypothetical protein
FEOJADHP_01911	CDS	468	ivy_2			Inhibitor of vertebrate lysozyme
FEOJADHP_01912	CDS	1335	gltP		COG1301	Proton/glutamate-aspartate symporter
FEOJADHP_01913	CDS	1230				hypothetical protein
FEOJADHP_01914	CDS	1041				hypothetical protein
FEOJADHP_01915	CDS	1290	proP_2			Proline/betaine transporter
FEOJADHP_01916	CDS	561	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
FEOJADHP_01917	CDS	1374				hypothetical protein
FEOJADHP_01918	CDS	1749				hypothetical protein
FEOJADHP_01919	CDS	795				hypothetical protein
FEOJADHP_01920	CDS	1140	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
FEOJADHP_01921	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
FEOJADHP_01922	CDS	765				hypothetical protein
FEOJADHP_01923	CDS	1305	citN		COG2851	Citrate transporter
FEOJADHP_01924	CDS	363				hypothetical protein
FEOJADHP_01925	CDS	945				hypothetical protein
FEOJADHP_01926	CDS	420				hypothetical protein
FEOJADHP_01927	CDS	1959				hypothetical protein
FEOJADHP_01928	CDS	336				hypothetical protein
FEOJADHP_01929	CDS	294				hypothetical protein
FEOJADHP_01930	CDS	318				hypothetical protein
FEOJADHP_01931	CDS	213				hypothetical protein
FEOJADHP_01932	CDS	837	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FEOJADHP_01933	CDS	1143	oatA	2.3.1.-		O-acetyltransferase OatA
FEOJADHP_01934	CDS	864	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FEOJADHP_01935	CDS	1302				hypothetical protein
FEOJADHP_01936	CDS	1623				hypothetical protein
FEOJADHP_01937	CDS	915	rmd	1.1.1.281	COG1089	GDP-6-deoxy-D-mannose reductase
FEOJADHP_01938	CDS	972	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
FEOJADHP_01939	CDS	1440	algA_1		COG0662	Alginate biosynthesis protein AlgA
FEOJADHP_01940	CDS	798				hypothetical protein
FEOJADHP_01941	CDS	1266	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FEOJADHP_01942	CDS	1383				hypothetical protein
FEOJADHP_01943	CDS	1128	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FEOJADHP_01944	CDS	1146	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FEOJADHP_01945	CDS	204				hypothetical protein
FEOJADHP_01946	CDS	1494	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
FEOJADHP_01947	CDS	429				hypothetical protein
FEOJADHP_01948	CDS	2187	uvrD	3.6.4.12	COG0210	DNA helicase II
FEOJADHP_01949	CDS	2856				hypothetical protein
FEOJADHP_01950	CDS	2202				hypothetical protein
FEOJADHP_01951	CDS	726				hypothetical protein
FEOJADHP_01952	CDS	1395				hypothetical protein
FEOJADHP_01953	CDS	1467	zwf_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
FEOJADHP_01954	CDS	882	hexR_1		COG1737	HTH-type transcriptional regulator HexR
FEOJADHP_01955	CDS	216				hypothetical protein
FEOJADHP_01956	CDS	951	cmpR_1		COG0583	HTH-type transcriptional activator CmpR
FEOJADHP_01957	CDS	1416	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
FEOJADHP_01958	CDS	1824	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
FEOJADHP_01959	CDS	1197	mtr_1			Tryptophan-specific transport protein
FEOJADHP_01960	CDS	675				hypothetical protein
FEOJADHP_01961	CDS	450				hypothetical protein
FEOJADHP_01962	CDS	1476	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
