locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKAIPODG_00834	CDS	726	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
IKAIPODG_00835	CDS	1305	oprB		COG3659	Porin B
IKAIPODG_00836	CDS	1743	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
IKAIPODG_00837	CDS	753	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IKAIPODG_00838	CDS	876	gltR_1		COG0583	HTH-type transcriptional regulator GltR
IKAIPODG_00839	CDS	1245		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
IKAIPODG_00840	CDS	222				hypothetical protein
IKAIPODG_00841	CDS	891	ampR			HTH-type transcriptional activator AmpR
IKAIPODG_00842	CDS	1194	ampC	3.5.2.6	COG1680	Beta-lactamase
IKAIPODG_00843	CDS	399				hypothetical protein
IKAIPODG_00844	CDS	4254	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
IKAIPODG_00845	CDS	1191	sotB_1			Sugar efflux transporter B
IKAIPODG_00846	CDS	510				hypothetical protein
IKAIPODG_00847	CDS	1386	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
IKAIPODG_00848	CDS	588				hypothetical protein
IKAIPODG_00849	CDS	2187	bphP	2.7.13.3		Bacteriophytochrome
IKAIPODG_00850	CDS	570				hypothetical protein
IKAIPODG_00851	CDS	807	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
IKAIPODG_00852	CDS	912				hypothetical protein
IKAIPODG_00853	CDS	660	hpcE_1		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
IKAIPODG_00854	CDS	780	hpcE_2		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
IKAIPODG_00855	CDS	1461	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
IKAIPODG_00856	CDS	924	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
IKAIPODG_00857	CDS	393	hpcD_2	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
IKAIPODG_00858	CDS	1305	nicT			Putative metabolite transport protein NicT
IKAIPODG_00859	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
IKAIPODG_00860	CDS	807	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
IKAIPODG_00861	CDS	489				hypothetical protein
IKAIPODG_00862	CDS	1674	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
IKAIPODG_00863	CDS	1431				hypothetical protein
IKAIPODG_00864	CDS	1503	norG_1		COG1167	HTH-type transcriptional regulator NorG
IKAIPODG_00865	CDS	1317	proP_1			Proline/betaine transporter
IKAIPODG_00866	CDS	405		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
IKAIPODG_00867	CDS	1686	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
IKAIPODG_00868	CDS	1473	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
IKAIPODG_00869	CDS	594	betI_1		COG1309	HTH-type transcriptional regulator BetI
IKAIPODG_00870	CDS	1605	betT1		COG1292	Osmo-independent choline transporter BetT1
IKAIPODG_00871	CDS	1179	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKAIPODG_00872	CDS	840	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
IKAIPODG_00873	CDS	939				hypothetical protein
IKAIPODG_00874	CDS	1377	tdcG_1	4.3.1.17	COG1760	L-serine dehydratase TdcG
IKAIPODG_00875	CDS	1104	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
IKAIPODG_00876	CDS	249				hypothetical protein
IKAIPODG_00877	CDS	894	cysL_1		COG0583	HTH-type transcriptional regulator CysL
IKAIPODG_00878	CDS	1068				hypothetical protein
IKAIPODG_00879	CDS	996	aes_1	3.1.1.-		Acetyl esterase
IKAIPODG_00880	CDS	480	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
IKAIPODG_00881	CDS	966	lcdH_2	1.1.1.108	COG1250	L-carnitine dehydrogenase
IKAIPODG_00882	CDS	885	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
IKAIPODG_00883	CDS	939				hypothetical protein
IKAIPODG_00884	CDS	1011	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
IKAIPODG_00885	CDS	1155	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
IKAIPODG_00886	CDS	675				hypothetical protein
IKAIPODG_00887	CDS	423				hypothetical protein
IKAIPODG_00888	CDS	1353				hypothetical protein
IKAIPODG_00889	CDS	1476	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
IKAIPODG_00890	CDS	471				hypothetical protein
IKAIPODG_00891	CDS	978				hypothetical protein
IKAIPODG_00892	CDS	531				hypothetical protein
IKAIPODG_00893	CDS	2061	stcD	1.-.-.-		putative N-methylproline demethylase
IKAIPODG_00894	CDS	1962				hypothetical protein
IKAIPODG_00895	CDS	1233	fixB			Protein FixB
IKAIPODG_00896	CDS	774				hypothetical protein
IKAIPODG_00897	CDS	570				hypothetical protein
IKAIPODG_00898	CDS	207				hypothetical protein
IKAIPODG_00899	CDS	405				hypothetical protein
IKAIPODG_00900	CDS	234				hypothetical protein
IKAIPODG_00901	CDS	234				hypothetical protein
IKAIPODG_00902	CDS	291				hypothetical protein
IKAIPODG_00903	CDS	177				hypothetical protein
IKAIPODG_00904	CDS	561				hypothetical protein
IKAIPODG_00905	CDS	111				hypothetical protein
IKAIPODG_00906	CDS	1290		1.14.13.239		Carnitine monooxygenase oxygenase subunit
IKAIPODG_00907	CDS	1101	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
IKAIPODG_00908	CDS	2442				hypothetical protein
IKAIPODG_00909	CDS	1041	ltaE_1	4.1.2.48		Low specificity L-threonine aldolase
IKAIPODG_00910	CDS	642				hypothetical protein
IKAIPODG_00911	CDS	1254	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
IKAIPODG_00912	CDS	1251	soxB	1.5.3.1		Sarcosine oxidase subunit beta
IKAIPODG_00913	CDS	321	soxD	1.5.3.1		Sarcosine oxidase subunit delta
IKAIPODG_00914	CDS	3018	soxA	1.5.3.1		Sarcosine oxidase subunit alpha
IKAIPODG_00915	CDS	636	soxG	1.5.3.1		Sarcosine oxidase subunit gamma
IKAIPODG_00916	CDS	858	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
IKAIPODG_00917	CDS	1200	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
IKAIPODG_00918	CDS	918	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
IKAIPODG_00919	CDS	549				hypothetical protein
IKAIPODG_00920	CDS	246				hypothetical protein
IKAIPODG_00921	CDS	1083	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
IKAIPODG_00922	CDS	492	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
IKAIPODG_00923	CDS	1029		1.1.1.1		Alcohol dehydrogenase
IKAIPODG_00924	CDS	909	yjiE_1			HTH-type transcriptional regulator YjiE
IKAIPODG_00925	CDS	1425	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
IKAIPODG_00926	CDS	1215				hypothetical protein
IKAIPODG_00927	CDS	1476	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
IKAIPODG_00928	CDS	450				hypothetical protein
IKAIPODG_00929	CDS	675				hypothetical protein
IKAIPODG_00930	CDS	1197	mtr_2			Tryptophan-specific transport protein
IKAIPODG_00931	CDS	1824	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
IKAIPODG_00932	CDS	1416	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
IKAIPODG_00933	CDS	951	cmpR_2		COG0583	HTH-type transcriptional activator CmpR
IKAIPODG_00934	CDS	216				hypothetical protein
IKAIPODG_00935	CDS	882	hexR_1		COG1737	HTH-type transcriptional regulator HexR
IKAIPODG_00936	CDS	1467	zwf_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IKAIPODG_00937	CDS	1395				hypothetical protein
IKAIPODG_00938	CDS	726				hypothetical protein
IKAIPODG_00939	CDS	2202				hypothetical protein
IKAIPODG_00940	CDS	2856				hypothetical protein
IKAIPODG_00941	CDS	2187	uvrD	3.6.4.12	COG0210	DNA helicase II
IKAIPODG_00942	CDS	429				hypothetical protein
IKAIPODG_00943	CDS	1494	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
IKAIPODG_00944	CDS	204				hypothetical protein
IKAIPODG_00945	CDS	1146	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IKAIPODG_00946	CDS	1128	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IKAIPODG_00947	CDS	1383				hypothetical protein
IKAIPODG_00948	CDS	1266	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKAIPODG_00949	CDS	798				hypothetical protein
IKAIPODG_00950	CDS	1440	algA_1		COG0662	Alginate biosynthesis protein AlgA
IKAIPODG_00951	CDS	381	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
IKAIPODG_00952	CDS	915	rmd	1.1.1.281	COG1089	GDP-6-deoxy-D-mannose reductase
IKAIPODG_00953	CDS	1623				hypothetical protein
IKAIPODG_00954	CDS	1302				hypothetical protein
IKAIPODG_00955	CDS	864	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
IKAIPODG_00956	CDS	1143	oatA	2.3.1.-		O-acetyltransferase OatA
IKAIPODG_00957	CDS	837	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
IKAIPODG_00958	CDS	213				hypothetical protein
IKAIPODG_00959	CDS	318				hypothetical protein
IKAIPODG_00960	CDS	294				hypothetical protein
IKAIPODG_00961	CDS	336				hypothetical protein
IKAIPODG_00962	CDS	1959				hypothetical protein
IKAIPODG_00963	CDS	420				hypothetical protein
IKAIPODG_00964	CDS	945				hypothetical protein
IKAIPODG_00965	CDS	363				hypothetical protein
IKAIPODG_00966	CDS	1305	citN		COG2851	Citrate transporter
IKAIPODG_00967	CDS	765				hypothetical protein
IKAIPODG_00968	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
IKAIPODG_00969	CDS	1140	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
IKAIPODG_00970	CDS	795				hypothetical protein
IKAIPODG_00971	CDS	1749				hypothetical protein
IKAIPODG_00972	CDS	1374				hypothetical protein
IKAIPODG_00973	CDS	561	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
IKAIPODG_00974	CDS	1290	proP_2			Proline/betaine transporter
IKAIPODG_00975	CDS	1041				hypothetical protein
IKAIPODG_00976	CDS	1230				hypothetical protein
IKAIPODG_00977	CDS	1335	gltP		COG1301	Proton/glutamate-aspartate symporter
IKAIPODG_00978	CDS	468	ivy_1			Inhibitor of vertebrate lysozyme
IKAIPODG_00979	CDS	162				hypothetical protein
IKAIPODG_00980	CDS	1350	algB		COG2204	Alginate biosynthesis transcriptional regulatory protein AlgB
IKAIPODG_00981	CDS	1788	kinB	2.7.13.3	COG5000	Alginate biosynthesis sensor protein KinB
IKAIPODG_00982	CDS	780	amiD_1	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
IKAIPODG_00983	CDS	594				hypothetical protein
IKAIPODG_00984	CDS	2016				hypothetical protein
IKAIPODG_00985	CDS	879				hypothetical protein
IKAIPODG_00986	CDS	636	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
IKAIPODG_00987	CDS	606	cc4_1		COG2863	Cytochrome c4
IKAIPODG_00988	CDS	294				hypothetical protein
IKAIPODG_00989	CDS	648	engB		COG0218	putative GTP-binding protein EngB
IKAIPODG_00990	CDS	2742	polA	2.7.7.7	COG0258	DNA polymerase I
IKAIPODG_00991	CDS	291				hypothetical protein
IKAIPODG_00992	CDS	951	thrB	2.7.1.39	COG2334	Homoserine kinase
IKAIPODG_00993	CDS	690				hypothetical protein
IKAIPODG_00994	CDS	2205	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
IKAIPODG_00995	CDS	924	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
IKAIPODG_00996	CDS	504	zur		COG0735	Zinc uptake regulation protein
IKAIPODG_00997	CDS	810	znuC_1	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
IKAIPODG_00998	CDS	789	znuB_1		COG1108	High-affinity zinc uptake system membrane protein ZnuB
IKAIPODG_00999	CDS	792				hypothetical protein
IKAIPODG_01000	CDS	1008	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
IKAIPODG_01001	CDS	678	metP		COG2011	Methionine import system permease protein MetP
IKAIPODG_01002	CDS	783			COG1464	Membrane lipoprotein TpN32
IKAIPODG_01003	CDS	858				hypothetical protein
IKAIPODG_01004	CDS	654	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
IKAIPODG_01005	CDS	1332	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
IKAIPODG_01006	CDS	753				hypothetical protein
IKAIPODG_01007	CDS	1350	puuP_1		COG0531	Putrescine importer PuuP
IKAIPODG_01008	CDS	1344	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
IKAIPODG_01009	tRNA	95				tRNA-Ala(cgc)
IKAIPODG_01010	CDS	879		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
IKAIPODG_01011	CDS	789		3.5.2.6	COG2602	Beta-lactamase OXA-133
IKAIPODG_01012	CDS	501				hypothetical protein
IKAIPODG_01013	CDS	873	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
IKAIPODG_01014	CDS	1203				hypothetical protein
IKAIPODG_01015	CDS	585				hypothetical protein
IKAIPODG_01016	CDS	1704	ybaL		COG1226	Putative cation/proton antiporter YbaL
IKAIPODG_01017	CDS	483				hypothetical protein
IKAIPODG_01018	CDS	750				hypothetical protein
IKAIPODG_01019	CDS	759	tsaC1	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
IKAIPODG_01020	CDS	1368	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
IKAIPODG_01021	CDS	1395	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
IKAIPODG_01022	CDS	783	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IKAIPODG_01023	CDS	681	mcbR		COG1802	HTH-type transcriptional regulator McbR
IKAIPODG_01024	CDS	213				hypothetical protein
IKAIPODG_01025	CDS	402				hypothetical protein
IKAIPODG_01026	CDS	855				hypothetical protein
IKAIPODG_01027	CDS	1758	kefB			Glutathione-regulated potassium-efflux system protein KefB
IKAIPODG_01028	CDS	1308	kgtP_1			Alpha-ketoglutarate permease
IKAIPODG_01029	CDS	1032	tonB		COG0810	Protein TonB
IKAIPODG_01030	CDS	969	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
IKAIPODG_01031	CDS	369				hypothetical protein
IKAIPODG_01032	CDS	642				hypothetical protein
IKAIPODG_01033	CDS	1203	yciC		COG0523	Putative metal chaperone YciC
IKAIPODG_01034	CDS	405	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
IKAIPODG_01035	CDS	231				hypothetical protein
IKAIPODG_01036	CDS	1194	amiC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
IKAIPODG_01037	CDS	897	folE2			GTP cyclohydrolase FolE2
IKAIPODG_01038	CDS	561	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
IKAIPODG_01039	CDS	1338	pyrC_1	3.5.2.3		Dihydroorotase
IKAIPODG_01040	CDS	1245	nylB'	3.5.1.46		6-aminohexanoate-dimer hydrolase
IKAIPODG_01041	CDS	399				hypothetical protein
IKAIPODG_01042	CDS	2025				hypothetical protein
IKAIPODG_01043	CDS	960				hypothetical protein
IKAIPODG_01044	CDS	1185	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
IKAIPODG_01045	CDS	624				hypothetical protein
IKAIPODG_01046	CDS	1206	sotB_2			sugar efflux transporter
IKAIPODG_01047	CDS	1836	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IKAIPODG_01048	CDS	774	srlR		COG1349	Glucitol operon repressor
IKAIPODG_01049	CDS	510				hypothetical protein
IKAIPODG_01050	CDS	1365	glmU			Bifunctional protein GlmU
IKAIPODG_01051	CDS	426	atpC		COG0355	ATP synthase epsilon chain
IKAIPODG_01052	CDS	1377	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
IKAIPODG_01053	CDS	861	atpG		COG0224	ATP synthase gamma chain
IKAIPODG_01054	CDS	1545	atpA	7.1.2.2		ATP synthase subunit alpha
IKAIPODG_01055	CDS	537	atpH_1		COG0712	ATP synthase subunit delta
IKAIPODG_01056	CDS	471	atpF		COG0711	ATP synthase subunit b
IKAIPODG_01057	CDS	258	atpH_2			ATP synthase subunit c
IKAIPODG_01058	CDS	870	atpB		COG0356	ATP synthase subunit a
IKAIPODG_01059	CDS	381				hypothetical protein
IKAIPODG_01060	CDS	873	parB		COG1475	putative chromosome-partitioning protein ParB
IKAIPODG_01061	CDS	789	parA			Chromosome partitioning protein ParA
IKAIPODG_01062	CDS	645	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
IKAIPODG_01063	CDS	1893	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IKAIPODG_01064	CDS	225				hypothetical protein
IKAIPODG_01065	CDS	252				hypothetical protein
IKAIPODG_01066	CDS	93				hypothetical protein
IKAIPODG_01067	CDS	435				hypothetical protein
IKAIPODG_01068	CDS	174				hypothetical protein
IKAIPODG_01069	CDS	216				hypothetical protein
IKAIPODG_01070	CDS	1296				hypothetical protein
IKAIPODG_01071	CDS	423				hypothetical protein
IKAIPODG_01072	CDS	294				hypothetical protein
IKAIPODG_01073	CDS	813				hypothetical protein
IKAIPODG_01074	CDS	396	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
IKAIPODG_01075	CDS	297	lsrG_2	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
IKAIPODG_01076	CDS	855	gltR_2		COG0583	HTH-type transcriptional regulator GltR
IKAIPODG_01077	CDS	780	toxR			Exotoxin A regulatory protein
IKAIPODG_01078	CDS	639	cat	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
IKAIPODG_01079	CDS	900	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IKAIPODG_01080	CDS	1395	aam_1	3.5.1.13	COG0154	Acylamidase
IKAIPODG_01081	CDS	1317	proP_3			Proline/betaine transporter
IKAIPODG_01082	CDS	906				hypothetical protein
IKAIPODG_01083	CDS	666				hypothetical protein
IKAIPODG_01084	CDS	987				hypothetical protein
IKAIPODG_01085	CDS	426				hypothetical protein
IKAIPODG_01086	CDS	945	surA_1	5.2.1.8		Chaperone SurA
IKAIPODG_01087	CDS	480				hypothetical protein
IKAIPODG_01088	CDS	678				hypothetical protein
IKAIPODG_01089	CDS	1707				hypothetical protein
IKAIPODG_01090	CDS	747				hypothetical protein
IKAIPODG_01091	CDS	420	exbD_1		COG0848	Biopolymer transport protein ExbD
IKAIPODG_01092	CDS	1848	tolQ_1			Tol-Pal system protein TolQ
IKAIPODG_01093	CDS	1635				hypothetical protein
IKAIPODG_01094	CDS	603				hypothetical protein
IKAIPODG_01095	CDS	12543				hypothetical protein
IKAIPODG_01096	CDS	600	phoA2_1	3.1.3.1	COG0226	Alkaline phosphatase L
IKAIPODG_01097	CDS	519				hypothetical protein
IKAIPODG_01098	CDS	1107	phoA2_2	3.1.3.1	COG0226	Alkaline phosphatase L
IKAIPODG_01099	CDS	1215	epsF_1		COG1459	Type II secretion system protein F
IKAIPODG_01100	CDS	1410	hxcR		COG2804	putative type II secretion system protein HxcR
IKAIPODG_01101	CDS	2412	gspD		COG1450	Putative secretin GspD
IKAIPODG_01102	CDS	594				hypothetical protein
IKAIPODG_01103	CDS	1212				hypothetical protein
IKAIPODG_01104	CDS	966	xcpX_1		COG3156	Type II secretion system protein K
IKAIPODG_01105	CDS	450	xcpT_1		COG2165	Type II secretion system protein G
IKAIPODG_01106	CDS	375				hypothetical protein
IKAIPODG_01107	CDS	432				hypothetical protein
IKAIPODG_01108	CDS	450				hypothetical protein
IKAIPODG_01109	CDS	642				hypothetical protein
IKAIPODG_01110	CDS	960				hypothetical protein
IKAIPODG_01111	CDS	546				hypothetical protein
IKAIPODG_01112	CDS	717				hypothetical protein
IKAIPODG_01113	CDS	321				hypothetical protein
IKAIPODG_01114	CDS	597	pigA	1.14.99.58	COG3230	Heme oxygenase PigA
IKAIPODG_01115	CDS	672	sulA_1			Cell division inhibitor SulA
IKAIPODG_01116	CDS	1416	imuB			Protein ImuB
IKAIPODG_01117	CDS	3075	dnaE2	2.7.7.7		Error-prone DNA polymerase
IKAIPODG_01118	CDS	1437	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
IKAIPODG_01119	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
IKAIPODG_01120	CDS	1119	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
IKAIPODG_01121	CDS	900	tfdA	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
IKAIPODG_01122	CDS	903	atsK	1.14.11.-		Alpha-ketoglutarate-dependent sulfate ester dioxygenase
IKAIPODG_01123	CDS	2373	fyuA		COG1629	Pesticin receptor
IKAIPODG_01124	CDS	918				hypothetical protein
IKAIPODG_01125	CDS	726				hypothetical protein
IKAIPODG_01126	CDS	1359	oprD_1	3.4.21.-		Porin D
IKAIPODG_01127	CDS	882				hypothetical protein
IKAIPODG_01128	CDS	816				hypothetical protein
IKAIPODG_01129	CDS	1062				hypothetical protein
IKAIPODG_01130	CDS	1617				hypothetical protein
IKAIPODG_01131	CDS	840	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
IKAIPODG_01132	CDS	1611	atsA	3.1.6.1	COG3119	Arylsulfatase
IKAIPODG_01133	CDS	753	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
IKAIPODG_01134	CDS	933	dmlR_3			HTH-type transcriptional regulator DmlR
IKAIPODG_01135	CDS	1173				hypothetical protein
IKAIPODG_01136	CDS	366	cheY_1		COG0784	Chemotaxis protein CheY
IKAIPODG_01137	CDS	1920				hypothetical protein
IKAIPODG_01138	CDS	486	cheW_1		COG0835	Chemotaxis protein CheW
IKAIPODG_01139	CDS	2040				hypothetical protein
IKAIPODG_01140	CDS	843	cheR	2.1.1.80		Chemotaxis protein methyltransferase
IKAIPODG_01141	CDS	603	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
IKAIPODG_01142	CDS	1050	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
IKAIPODG_01143	CDS	1992				hypothetical protein
IKAIPODG_01144	CDS	543				hypothetical protein
IKAIPODG_01145	CDS	381				putative protein
IKAIPODG_01146	CDS	828				hypothetical protein
IKAIPODG_01147	CDS	591	yigZ		COG1739	IMPACT family member YigZ
IKAIPODG_01148	CDS	666	rutR_1		COG1309	HTH-type transcriptional regulator RutR
IKAIPODG_01149	CDS	1407	xanP_1		COG2233	Xanthine permease XanP
IKAIPODG_01150	CDS	837				hypothetical protein
IKAIPODG_01151	CDS	1617	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
IKAIPODG_01152	CDS	798	nimR_1			HTH-type transcriptional regulator NimR
IKAIPODG_01153	CDS	1335	oprD_2	3.4.21.-		Porin D
IKAIPODG_01154	CDS	186				hypothetical protein
IKAIPODG_01155	CDS	939	dmlR_4			HTH-type transcriptional regulator DmlR
IKAIPODG_01156	CDS	3048	swrC		COG0841	Swarming motility protein SwrC
IKAIPODG_01157	CDS	1071	mdtE_1			Multidrug resistance protein MdtE
IKAIPODG_01158	CDS	1104	mdtA_2			Multidrug resistance protein MdtA
IKAIPODG_01159	CDS	840	pcaR_1		COG1414	Pca regulon regulatory protein
IKAIPODG_01160	CDS	606	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
IKAIPODG_01161	CDS	720	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
IKAIPODG_01162	CDS	918	gbpR_1			HTH-type transcriptional regulator GbpR
IKAIPODG_01163	CDS	2388	cntO_1			Metal-pseudopaline receptor CntO
IKAIPODG_01164	CDS	996				hypothetical protein
IKAIPODG_01165	CDS	588				hypothetical protein
IKAIPODG_01166	CDS	951		3.5.4.2	COG1816	Adenine deaminase
IKAIPODG_01167	CDS	963	vldW_1	1.14.11.52		Validamycin A dioxygenase
IKAIPODG_01168	CDS	1098				Purine-binding protein
IKAIPODG_01169	CDS	516				hypothetical protein
IKAIPODG_01170	CDS	627				hypothetical protein
IKAIPODG_01171	CDS	1053	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
IKAIPODG_01172	CDS	1350		3.5.4.32	COG0402	8-oxoguanine deaminase
IKAIPODG_01173	CDS	1074	ppk2	2.7.4.1	COG2326	Polyphosphate:ADP/GDP phosphotransferase
IKAIPODG_01174	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
IKAIPODG_01175	CDS	564	ahpC_1	1.11.1.15		Alkyl hydroperoxide reductase C
IKAIPODG_01176	CDS	927				hypothetical protein
IKAIPODG_01177	CDS	1098				hypothetical protein
IKAIPODG_01178	CDS	1572	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
IKAIPODG_01179	CDS	885				hypothetical protein
IKAIPODG_01180	CDS	1299	guaD_1	3.5.4.3	COG0402	Guanine deaminase
IKAIPODG_01181	CDS	918				hypothetical protein
IKAIPODG_01182	CDS	1347	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
IKAIPODG_01183	CDS	288	bauB			Beta-alanine degradation protein BauB
IKAIPODG_01184	CDS	1494	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
IKAIPODG_01185	CDS	1428	bauD		COG1113	putative GABA permease
IKAIPODG_01186	CDS	342				hypothetical protein
IKAIPODG_01187	CDS	501				hypothetical protein
IKAIPODG_01188	CDS	621				hypothetical protein
IKAIPODG_01189	CDS	228				hypothetical protein
IKAIPODG_01190	CDS	282				hypothetical protein
IKAIPODG_01191	CDS	909	dmlR_5			HTH-type transcriptional regulator DmlR
IKAIPODG_01192	CDS	411				hypothetical protein
IKAIPODG_01193	CDS	735				hypothetical protein
IKAIPODG_01194	CDS	687	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
IKAIPODG_01195	CDS	1335	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
IKAIPODG_01196	CDS	588	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
IKAIPODG_01197	CDS	729				hypothetical protein
